,Kernel,Length Scale,Bounds,Kernel Parameters,LML
343,Matern_nu_2.5,8.858667904100823,"(0.01, 40.0)","Matern(length_scale=8.86, nu=2.5)",-3.6492345828349073
249,Matern_nu_2.5,0.06951927961775606,"(0.01, 100.0)","Matern(length_scale=0.0695, nu=2.5)",-3.6492345828349073
339,Matern_nu_2.5,5.455594781168514,"(0.01, 100.0)","Matern(length_scale=5.46, nu=2.5)",-3.6492345828349073
253,Matern_nu_2.5,0.11288378916846889,"(0.01, 40.0)","Matern(length_scale=0.113, nu=2.5)",-3.6492345828349073
210,Matern_nu_2.5,0.016237767391887217,"(0.01, 10.0)","Matern(length_scale=0.0162, nu=2.5)",-3.6492345828349073
259,Matern_nu_2.5,0.11288378916846889,"(0.01, 100.0)","Matern(length_scale=0.113, nu=2.5)",-3.6492345828349073
333,Matern_nu_2.5,5.455594781168514,"(0.01, 40.0)","Matern(length_scale=5.46, nu=2.5)",-3.6492345828349073
279,Matern_nu_2.5,0.29763514416313175,"(0.01, 100.0)","Matern(length_scale=0.298, nu=2.5)",-3.6492345828349073
329,Matern_nu_2.5,3.359818286283781,"(0.01, 100.0)","Matern(length_scale=3.36, nu=2.5)",-3.6492345828349073
209,Matern_nu_2.5,0.01,"(0.01, 100.0)","Matern(length_scale=0.01, nu=2.5)",-3.6492345828349073
239,Matern_nu_2.5,0.04281332398719394,"(0.01, 100.0)","Matern(length_scale=0.0428, nu=2.5)",-3.6492345828349073
359,Matern_nu_2.5,14.38449888287663,"(0.01, 100.0)","Matern(length_scale=14.4, nu=2.5)",-3.6492345828349073
383,Matern_nu_2.5,61.584821106602604,"(0.01, 40.0)","Matern(length_scale=61.6, nu=2.5)",-3.6492345828349073
399,Matern_nu_2.5,100.0,"(0.01, 100.0)","Matern(length_scale=100, nu=2.5)",-3.6492345828349073
393,Matern_nu_2.5,100.0,"(0.01, 40.0)","Matern(length_scale=100, nu=2.5)",-3.6492345828349073
203,Matern_nu_2.5,0.01,"(0.01, 40.0)","Matern(length_scale=0.01, nu=2.5)",-3.6492345828349073
213,Matern_nu_2.5,0.016237767391887217,"(0.01, 40.0)","Matern(length_scale=0.0162, nu=2.5)",-3.6492345828349073
313,Matern_nu_2.5,2.06913808111479,"(0.01, 40.0)","Matern(length_scale=2.07, nu=2.5)",-3.6492345828349073
389,Matern_nu_2.5,61.584821106602604,"(0.01, 100.0)","Matern(length_scale=61.6, nu=2.5)",-3.6492345828349073
219,Matern_nu_2.5,0.016237767391887217,"(0.01, 100.0)","Matern(length_scale=0.0162, nu=2.5)",-3.6492345828349073
303,Matern_nu_2.5,1.2742749857031335,"(0.01, 40.0)","Matern(length_scale=1.27, nu=2.5)",-3.6492345828349073
379,Matern_nu_2.5,37.92690190732246,"(0.01, 100.0)","Matern(length_scale=37.9, nu=2.5)",-3.6492345828349073
229,Matern_nu_2.5,0.026366508987303583,"(0.01, 100.0)","Matern(length_scale=0.0264, nu=2.5)",-3.6492345828349073
373,Matern_nu_2.5,37.92690190732246,"(0.01, 40.0)","Matern(length_scale=37.9, nu=2.5)",-3.6492345828349073
233,Matern_nu_2.5,0.04281332398719394,"(0.01, 40.0)","Matern(length_scale=0.0428, nu=2.5)",-3.6492345828349073
369,Matern_nu_2.5,23.357214690901213,"(0.01, 100.0)","Matern(length_scale=23.4, nu=2.5)",-3.6492345828349073
363,Matern_nu_2.5,23.357214690901213,"(0.01, 40.0)","Matern(length_scale=23.4, nu=2.5)",-3.6492345828349073
309,Matern_nu_2.5,1.2742749857031335,"(0.01, 100.0)","Matern(length_scale=1.27, nu=2.5)",-3.6492345828349073
236,Matern_nu_2.5,0.04281332398719394,"(0.01, 70.0)","Matern(length_scale=0.0428, nu=2.5)",-3.649234582834909
230,Matern_nu_2.5,0.04281332398719394,"(0.01, 10.0)","Matern(length_scale=0.0428, nu=2.5)",-3.649234582834909
235,Matern_nu_2.5,0.04281332398719394,"(0.01, 60.0)","Matern(length_scale=0.0428, nu=2.5)",-3.649234582834909
270,Matern_nu_2.5,0.29763514416313175,"(0.01, 10.0)","Matern(length_scale=0.298, nu=2.5)",-3.649234582834909
276,Matern_nu_2.5,0.29763514416313175,"(0.01, 70.0)","Matern(length_scale=0.298, nu=2.5)",-3.6492345828349135
275,Matern_nu_2.5,0.29763514416313175,"(0.01, 60.0)","Matern(length_scale=0.298, nu=2.5)",-3.6492345828349135
300,Matern_nu_2.5,1.2742749857031335,"(0.01, 10.0)","Matern(length_scale=1.27, nu=2.5)",-3.6492345828349153
395,Matern_nu_2.5,100.0,"(0.01, 60.0)","Matern(length_scale=100, nu=2.5)",-3.649234582834917
255,Matern_nu_2.5,0.11288378916846889,"(0.01, 60.0)","Matern(length_scale=0.113, nu=2.5)",-3.649234582834917
335,Matern_nu_2.5,5.455594781168514,"(0.01, 60.0)","Matern(length_scale=5.46, nu=2.5)",-3.649234582834917
345,Matern_nu_2.5,8.858667904100823,"(0.01, 60.0)","Matern(length_scale=8.86, nu=2.5)",-3.649234582834917
355,Matern_nu_2.5,14.38449888287663,"(0.01, 60.0)","Matern(length_scale=14.4, nu=2.5)",-3.649234582834917
365,Matern_nu_2.5,23.357214690901213,"(0.01, 60.0)","Matern(length_scale=23.4, nu=2.5)",-3.649234582834917
375,Matern_nu_2.5,37.92690190732246,"(0.01, 60.0)","Matern(length_scale=37.9, nu=2.5)",-3.649234582834917
385,Matern_nu_2.5,61.584821106602604,"(0.01, 60.0)","Matern(length_scale=61.6, nu=2.5)",-3.649234582834917
205,Matern_nu_2.5,0.01,"(0.01, 60.0)","Matern(length_scale=0.01, nu=2.5)",-3.649234582834917
305,Matern_nu_2.5,1.2742749857031335,"(0.01, 60.0)","Matern(length_scale=1.27, nu=2.5)",-3.649234582834917
265,Matern_nu_2.5,0.18329807108324356,"(0.01, 60.0)","Matern(length_scale=0.183, nu=2.5)",-3.649234582834917
315,Matern_nu_2.5,2.06913808111479,"(0.01, 60.0)","Matern(length_scale=2.07, nu=2.5)",-3.649234582834917
225,Matern_nu_2.5,0.026366508987303583,"(0.01, 60.0)","Matern(length_scale=0.0264, nu=2.5)",-3.649234582834917
245,Matern_nu_2.5,0.06951927961775606,"(0.01, 60.0)","Matern(length_scale=0.0695, nu=2.5)",-3.649234582834917
215,Matern_nu_2.5,0.016237767391887217,"(0.01, 60.0)","Matern(length_scale=0.0162, nu=2.5)",-3.649234582834917
320,Matern_nu_2.5,3.359818286283781,"(0.01, 10.0)","Matern(length_scale=3.36, nu=2.5)",-3.6492345828349197
306,Matern_nu_2.5,1.2742749857031335,"(0.01, 70.0)","Matern(length_scale=1.27, nu=2.5)",-3.6492345828349197
390,Matern_nu_2.5,100.0,"(0.01, 10.0)","Matern(length_scale=100, nu=2.5)",-3.649234582834926
350,Matern_nu_2.5,14.38449888287663,"(0.01, 10.0)","Matern(length_scale=14.4, nu=2.5)",-3.649234582834926
360,Matern_nu_2.5,23.357214690901213,"(0.01, 10.0)","Matern(length_scale=23.4, nu=2.5)",-3.649234582834926
370,Matern_nu_2.5,37.92690190732246,"(0.01, 10.0)","Matern(length_scale=37.9, nu=2.5)",-3.649234582834926
380,Matern_nu_2.5,61.584821106602604,"(0.01, 10.0)","Matern(length_scale=61.6, nu=2.5)",-3.649234582834926
396,Matern_nu_2.5,100.0,"(0.01, 70.0)","Matern(length_scale=100, nu=2.5)",-3.649234582834927
386,Matern_nu_2.5,61.584821106602604,"(0.01, 70.0)","Matern(length_scale=61.6, nu=2.5)",-3.649234582834927
336,Matern_nu_2.5,5.455594781168514,"(0.01, 70.0)","Matern(length_scale=5.46, nu=2.5)",-3.649234582834927
246,Matern_nu_2.5,0.06951927961775606,"(0.01, 70.0)","Matern(length_scale=0.0695, nu=2.5)",-3.649234582834927
376,Matern_nu_2.5,37.92690190732246,"(0.01, 70.0)","Matern(length_scale=37.9, nu=2.5)",-3.649234582834927
256,Matern_nu_2.5,0.11288378916846889,"(0.01, 70.0)","Matern(length_scale=0.113, nu=2.5)",-3.649234582834927
326,Matern_nu_2.5,3.359818286283781,"(0.01, 70.0)","Matern(length_scale=3.36, nu=2.5)",-3.649234582834927
366,Matern_nu_2.5,23.357214690901213,"(0.01, 70.0)","Matern(length_scale=23.4, nu=2.5)",-3.649234582834927
206,Matern_nu_2.5,0.01,"(0.01, 70.0)","Matern(length_scale=0.01, nu=2.5)",-3.649234582834927
316,Matern_nu_2.5,2.06913808111479,"(0.01, 70.0)","Matern(length_scale=2.07, nu=2.5)",-3.649234582834927
356,Matern_nu_2.5,14.38449888287663,"(0.01, 70.0)","Matern(length_scale=14.4, nu=2.5)",-3.649234582834927
216,Matern_nu_2.5,0.016237767391887217,"(0.01, 70.0)","Matern(length_scale=0.0162, nu=2.5)",-3.649234582834927
266,Matern_nu_2.5,0.18329807108324356,"(0.01, 70.0)","Matern(length_scale=0.183, nu=2.5)",-3.649234582834927
346,Matern_nu_2.5,8.858667904100823,"(0.01, 70.0)","Matern(length_scale=8.86, nu=2.5)",-3.649234582834927
226,Matern_nu_2.5,0.026366508987303583,"(0.01, 70.0)","Matern(length_scale=0.0264, nu=2.5)",-3.649234582834927
330,Matern_nu_2.5,5.455594781168514,"(0.01, 10.0)","Matern(length_scale=5.46, nu=2.5)",-3.6492345828349277
250,Matern_nu_2.5,0.11288378916846889,"(0.01, 10.0)","Matern(length_scale=0.113, nu=2.5)",-3.6492345828349277
340,Matern_nu_2.5,8.858667904100823,"(0.01, 10.0)","Matern(length_scale=8.86, nu=2.5)",-3.6492345828349277
220,Matern_nu_2.5,0.026366508987303583,"(0.01, 10.0)","Matern(length_scale=0.0264, nu=2.5)",-3.6492345828349277
240,Matern_nu_2.5,0.06951927961775606,"(0.01, 10.0)","Matern(length_scale=0.0695, nu=2.5)",-3.6492345828349277
310,Matern_nu_2.5,2.06913808111479,"(0.01, 10.0)","Matern(length_scale=2.07, nu=2.5)",-3.6492345828349277
260,Matern_nu_2.5,0.18329807108324356,"(0.01, 10.0)","Matern(length_scale=0.183, nu=2.5)",-3.6492345828349277
200,Matern_nu_2.5,0.01,"(0.01, 10.0)","Matern(length_scale=0.01, nu=2.5)",-3.6492345828349277
